DeviceID,Timestamp,rawData,msgType,status,airtemp,airhumidity,irtemp,dewpoint,battery,longitude,latitude
"	1FEFF6F",2022-09-01T00:13:09,0xa00e4d4406101be34b0000,1,0,14.77,68.6,16.27,29.75,,,
"	1FEFF6F",2022-09-01T00:33:03,0xa00e3d441c0f57e33f0000,1,0,14.61,68.28,15.87,29.63,,,
"	1FEFF6F",2022-09-01T00:43:03,0xa00e3f435b0f63e33a0000,1,0,14.63,67.91,15.99,29.58,,,
"	1FEFF6F",2022-09-01T01:03:05,0xa00e34435e0f5de32f0000,1,0,14.52,67.94,15.93,29.47,,,
"	1FEFF6F",2022-09-01T01:33:08,0xa00e2b45320f39e3450000,1,0,14.43,69.5,15.57,29.69,,,
"	1FEFF6F",2022-09-01T01:53:06,0xa00e24460a0f3be34a0000,1,0,14.36,70.1,15.59,29.74,,,
"	1FEFF6F",2022-09-01T02:03:03,0xa00e2a455e0f3de34d0000,1,0,14.42,69.94,15.61,29.77,,,
"	1FEFF6F",2022-09-01T02:13:06,0xa00e34463b0f3de4000000,1,0,14.52,70.59,15.61,28,,,
"	1FEFF6F",2022-09-01T02:23:08,0xa00e3046200f2de35b0000,1,0,14.48,70.32,15.45,29.91,,,
"	1FEFF6F",2022-09-01T02:43:06,0xa00e30475f0f3be4170000,1,0,14.48,71.95,15.59,28.23,,,
"	1FEFF6F",2022-09-01T02:53:05,0xa00e2d48150f2de41a0000,1,0,14.45,72.21,15.45,28.26,,,
"	1FEFF6F",2022-09-01T03:03:08,0xa00e2b482f0f2be41d0000,1,0,14.43,72.47,15.43,28.29,,,
"	1FEFF6F",2022-09-01T03:23:08,0xa00e3148300f1fe4230000,1,0,14.49,72.48,15.31,28.35,,,
"	1FEFF6F",2022-09-01T03:43:06,0xa00e2b485d0f03e4260000,1,0,14.43,72.93,15.3,28.38,,,
"	1FEFF6F",2022-09-01T04:03:05,0xa00e2349590f0de4310000,1,0,14.35,73.89,15.13,28.49,,,
"	1FEFF6F",2022-09-01T04:13:03,0xa00e2149530f0de42e0000,1,0,14.33,73.83,15.13,28.46,,,
"	1FEFF6F",2022-09-01T04:23:08,0xa00e1f495f0f09e42e0000,1,0,14.31,73.95,15.9,28.46,,,
"	1FEFF6F",2022-09-01T04:53:05,0xa00e044a220e59e41b0000,1,0,14.4,74.34,14.89,28.27,,,
"	1FEFF6F",2022-09-01T05:13:06,0xa00d584b040e53e4190000,1,0,13.88,75.4,14.83,28.25,,,
"	1FEFF6F",2022-09-01T05:23:08,0xa00d4e4a470e3de4090000,1,0,13.78,74.71,14.61,28.9,,,
"	1FEFF6F",2022-09-01T05:33:06,0xa00d384b160e3de3610000,1,0,13.56,75.22,14.61,29.97,,,
"	1FEFF6F",2022-09-01T06:03:03,0xa00d574b420e57e4250000,1,0,13.87,75.66,14.87,28.37,,,
"	1FEFF6F",2022-09-01T06:23:05,0xa00e454b0c0f39e5080000,1,0,14.69,75.12,15.57,27.8,,,
"	1FEFF6F",2022-09-01T06:33:03,0xa00f214a1b1003e5370000,1,0,15.33,74.27,16.3,27.55,,,
"	1FEFF6F",2022-09-01T06:53:03,0xa010454810110be6310000,1,0,16.69,72.16,17.11,26.49,,,
"	1FEFF6F",2022-09-01T07:03:03,0xa011324703115de7070000,1,0,17.5,71.3,17.93,25.7,,,
"	1FEFF6F",2022-09-01T07:13:08,0xa0123d4501121be74e0000,1,0,18.61,69.1,18.27,25.78,,,
"	1FEFF6F",2022-09-01T07:23:03,0xa013244361125fe8200000,1,0,19.36,67.97,18.95,24.32,,,
"	1FEFF6F",2022-09-01T07:33:03,0xa0134142231263e81c0000,1,0,19.65,66.35,18.99,24.28,,,
"	1FEFF6F",2022-09-01T07:53:02,0xa0152f3e1f1421e91e0000,1,0,21.47,62.31,20.33,23.3,,,
"	1FEFF6F",2022-09-01T08:23:02,0xa015413e231463e9300000,1,0,21.65,62.35,20.99,23.48,,,
"	1FEFF6F",2022-09-01T08:33:08,0xa0151c3e36142fe90f0000,1,0,21.28,62.54,20.47,23.15,,,
"	1FEFF6F",2022-09-01T08:43:03,0xa0151a3e4f1521e9120000,1,0,21.26,62.79,21.33,23.18,,,
"	1FEFF6F",2022-09-01T08:53:08,0xa015573c34160be9220000,1,0,21.87,60.52,22.11,23.34,,,
"	1FEFF6F",2022-09-01T09:03:03,0xa016453a391561e94d0000,1,0,22.69,58.57,21.97,23.77,,,
"	1FEFF6F",2022-09-01T09:13:05,0xa0171a3b191635ea2f0000,1,0,23.26,59.25,22.53,22.47,,,
"	1FEFF6F",2022-09-01T09:23:02,0xa017413a321731ea470000,1,0,23.65,58.5,23.49,22.71,,,
"	1FEFF6F",2022-09-01T09:53:08,0xa0170e3a36162fea150000,1,0,23.14,58.54,22.47,22.21,,,
"	1FEFF6F",2022-09-01T10:03:06,0xa016243d041621e95d0000,1,0,22.36,61.4,22.33,23.93,,,
"	1FEFF6F",2022-09-01T10:13:08,0xa0161f3b2a1661e9380000,1,0,22.31,59.42,22.97,23.56,,,
"	1FEFF6F",2022-09-01T10:23:03,0xa016273b631615e94b0000,1,0,22.39,59.99,22.21,23.75,,,
"	1FEFF6F",2022-09-01T10:43:03,0xa015513d12154de9290000,1,0,21.81,61.18,21.77,23.41,,,
"	1FEFF6F",2022-09-01T10:53:03,0xa016173c5e1623e94e0000,1,0,22.23,60.94,22.35,23.78,,,
"	1FEFF6F",2022-09-01T11:23:03,0xa0164b3b381627ea030000,1,0,22.75,59.56,22.39,22.3,,,
"	1FEFF6F",2022-09-01T11:53:06,0xa0175539221725ea440000,1,0,23.85,57.34,23.37,22.68,,,
"	1FEFF6F",2022-09-01T12:03:03,0xa017623a091733ea600000,1,0,23.98,58.9,23.51,22.96,,,
"	1FEFF6F",2022-09-01T12:13:05,0xa0174c3958172dea460000,1,0,23.76,57.88,23.45,22.7,,,
"	1FEFF6F",2022-09-01T12:23:03,0xa017303b07170fea420000,1,0,23.48,59.7,23.15,22.66,,,
"	1FEFF6F",2022-09-01T13:03:05,0xa019333717195deb5c0000,1,0,25.51,55.23,25.93,21.92,,,
"	1FEFF6F",2022-09-01T13:23:06,0xa01a03352f1a01ec090000,1,0,26.3,53.47,26.1,20.9,,,
"	1FEFF6F",2022-09-01T13:33:08,0xa01b2735401c53ed300000,1,0,27.39,53.64,28.83,19.48,,,
"	1FEFF6F",2022-09-01T13:43:03,0xa01b2f34231c4bed1e0000,1,0,27.47,52.35,28.75,19.3,,,
"	1FEFF6F",2022-09-01T14:13:05,0xa01b1134401b57ed060000,1,0,27.17,52.64,27.87,19.6,,,
"	1FEFF6F",2022-09-01T14:43:02,0xa01a0e34441c09ec040000,1,0,26.14,52.68,28.9,20.4,,,
"	1FEFF6F",2022-09-01T14:53:03,0xa01a44344e1c31ec3c0000,1,0,26.68,52.78,28.49,20.6,,,
"	1FEFF6F",2022-09-01T15:03:08,0xa01a18343d1d13ec0d0000,1,0,26.24,52.61,29.19,20.13,,,
"	1FEFF6F",2022-09-01T15:13:08,0xa01a26332b1a19ec030000,1,0,26.38,51.43,26.25,20.3,,,
"	1FEFF6F",2022-09-01T15:23:06,0xa01a26342d1a33ec170000,1,0,26.38,52.45,26.51,20.23,,,
"	1FEFF6F",2022-09-01T15:53:03,0xa018473726184feb0f0000,1,0,24.71,55.38,24.79,21.15,,,
"	1FEFF6F",2022-09-01T16:03:05,0xa01853383a192deb330000,1,0,24.83,56.58,25.45,21.51,,,
"	1FEFF6F",2022-09-01T16:13:05,0xa018513600191fea610000,1,0,24.81,54,25.31,22.97,,,
"	1FEFF6F",2022-09-01T16:23:08,0xa0183037521845eb010000,1,0,24.48,55.82,24.69,21.1,,,
"	1FEFF6F",2022-09-01T16:33:05,0xa0175d37101745ea210000,1,0,23.93,55.16,23.69,22.33,,,
"	1FEFF6F",2022-09-01T16:53:03,0xa0171a394e1739ea120000,1,0,23.26,57.78,23.57,22.18,,,
"	1FEFF6F",2022-09-01T17:03:05,0xa017253900174dea0d0000,1,0,23.37,57,23.77,22.13,,,
"	1FEFF6F",2022-09-01T17:43:05,0xa0166139611663e95d0000,1,0,22.97,57.97,22.99,23.93,,,
"	1FEFF6F",2022-09-01T17:53:03,0xa016503a1c165de9520000,1,0,22.8,58.28,22.93,23.82,,,
"	1FEFF6F",2022-09-01T18:03:03,0xa016463a511655e9530000,1,0,22.7,58.81,22.85,23.83,,,
"	1FEFF6F",2022-09-01T18:13:08,0xa016333b251631e94b0000,1,0,22.51,59.37,22.49,23.75,,,
"	1FEFF6F",2022-09-01T18:23:06,0xa0161d3b5e161be9400000,1,0,22.29,59.94,22.27,23.64,,,
"	1FEFF6F",2022-09-01T18:33:05,0xa016063b521615e9270000,1,0,22.6,59.82,22.21,23.39,,,
"	1FEFF6F",2022-09-01T18:43:08,0xa015623c111609e9260000,1,0,21.98,60.17,22.9,23.38,,,
"	1FEFF6F",2022-09-01T19:13:02,0xa015343c411549e9010000,1,0,21.52,60.65,21.73,23.1,,,
"	1FEFF6F",2022-09-01T19:33:08,0xa0150d3d041525e8460000,1,0,21.13,61.4,21.37,24.7,,,
"	1FEFF6F",2022-09-01T19:43:07,0xa014533d341511e8320000,1,0,20.83,61.52,21.17,24.5,,,
"	1FEFF6F",2022-09-01T20:03:03,0xa014303e18145fe81d0000,1,0,20.48,62.24,20.95,24.29,,,
"	1FEFF6F",2022-09-01T21:03:02,0xa0124b401a1331e6610000,1,0,18.75,64.26,19.49,26.97,,,
"	1FEFF6F",2022-09-01T21:13:03,0xa0122d4117132fe6560000,1,0,18.45,65.23,19.47,26.86,,,
"	1FEFF6F",2022-09-01T21:43:06,0xa0115d42011325e6320000,1,0,17.93,66.1,19.37,26.5,,,
"	1FEFF6F",2022-09-01T22:13:03,0xa0120e414b1317e6410000,1,0,18.14,65.75,19.23,26.65,,,
"	1FEFF6F",2022-09-01T22:23:05,0xa01209424e1261e6510000,1,0,18.9,66.78,18.97,26.81,,,
"	1FEFF6F",2022-09-01T22:43:03,0xa01154434a125de64b0000,1,0,17.84,67.74,18.93,26.75,,,
"	1FEFF6F",2022-09-01T22:53:03,0xa0113f433b123fe6330000,1,0,17.63,67.59,18.63,26.51,,,
"	1FEFF6F",2022-09-01T23:03:03,0xa01124441f1215e6270000,1,0,17.36,68.31,18.21,26.39,,,
"	1FEFF6F",2022-09-01T23:13:05,0xa0110d44311223e6130000,1,0,17.13,68.49,18.35,26.19,,,
"	1FEFF6F",2022-09-01T23:33:06,0xa0105c45291227e6110000,1,0,16.92,69.41,18.39,26.17,,,
"	1FEFF6F",2022-09-01T23:53:05,0xa0104a45541155e6070000,1,0,16.74,69.84,17.85,26.7,,,
"	1FEFF6F",2022-09-02T00:13:05,0xa0102d4616114fe5560000,1,0,16.45,70.22,17.79,27.86,,,
"	1FEFF6F",2022-09-02T00:33:08,0xa0100f46581131e5450000,1,0,16.15,70.88,17.49,27.69,,,
"	1FEFF6F",2022-09-02T00:43:08,0xa00f6047291125e53d0000,1,0,15.96,71.41,17.37,27.61,,,
"	1FEFF6F",2022-09-02T00:53:05,0xa00f5748051103e5400000,1,0,15.87,72.5,17.3,27.64,,,
"	1FEFF6F",2022-09-02T01:03:03,0xa00f4d48171113e53a0000,1,0,15.77,72.23,17.19,27.58,,,
"	1FEFF6F",2022-09-02T01:33:03,0xa00f384849105fe52f0000,1,0,15.56,72.73,16.95,27.47,,,
"	1FEFF6F",2022-09-02T01:43:03,0xa00f30490c1047e52f0000,1,0,15.48,73.12,16.71,27.47,,,
"	1FEFF6F",2022-09-02T02:23:02,0xa00f254854102de51e0000,1,0,15.37,72.84,16.45,27.3,,,
"	1FEFF6F",2022-09-02T02:33:03,0xa00f414819105de52e0000,1,0,15.65,72.25,16.93,27.46,,,
"	1FEFF6F",2022-09-02T02:43:05,0xa00f61472c105be53e0000,1,0,15.97,71.44,16.91,27.62,,,
"	1FEFF6F",2022-09-02T02:53:05,0xa010174663110be54f0000,1,0,16.23,70.99,17.11,27.79,,,
"	1FEFF6F",2022-09-02T03:33:08,0xa00f514817103fe53e0000,1,0,15.81,72.23,16.63,27.62,,,
"	1FEFF6F",2022-09-02T03:43:08,0xa00f3d48161027e52a0000,1,0,15.61,72.22,16.39,27.42,,,
"	1FEFF6F",2022-09-02T03:53:05,0xa00f2f49051019e52c0000,1,0,15.47,73.5,16.25,27.44,,,
"	1FEFF6F",2022-09-02T04:03:03,0xa00f21492b1029e5260000,1,0,15.33,73.43,16.41,27.38,,,
"	1FEFF6F",2022-09-02T04:13:05,0xa00f2149571037e52f0000,1,0,15.33,73.87,16.55,27.47,,,
"	1FEFF6F",2022-09-02T04:33:06,0xa00f2f4a06102be5410000,1,0,15.47,74.6,16.43,27.65,,,
"	1FEFF6F",2022-09-02T04:43:05,0xa00f364a211021e54d0000,1,0,15.54,74.33,16.33,27.77,,,
"	1FEFF6F",2022-09-02T04:53:02,0xa00f3b4a0c1021e54e0000,1,0,15.59,74.12,16.33,27.78,,,
"	1FEFF6F",2022-09-02T05:03:06,0xa00f3e4a3c1021e55a0000,1,0,15.62,74.6,16.33,27.9,,,
"	1FEFF6F",2022-09-02T05:13:05,0xa00f404a2f1021e55a0000,1,0,15.64,74.47,16.33,27.9,,,
"	1FEFF6F",2022-09-02T05:53:07,0xa00f604a3f1033e6190000,1,0,15.96,74.63,16.51,26.25,,,
"	1FEFF6F",2022-09-02T06:13:03,0xa0102a4a0e1051e63d0000,1,0,16.42,74.14,16.81,26.61,,,
"	1FEFF6F",2022-09-02T06:43:05,0xa0110c48351133e6630000,1,0,17.12,72.53,17.51,26.99,,,
"	1FEFF6F",2022-09-02T06:53:07,0xa0112947451159e70b0000,1,0,17.41,71.69,17.89,25.11,,,
"	1FEFF6F",2022-09-02T07:23:08,0xa013124548131de8310000,1,0,19.18,69.72,19.29,24.49,,,
"	1FEFF6F",2022-09-02T07:43:03,0xa0130d45191315e8220000,1,0,19.13,69.25,19.21,24.34,,,
"	1FEFF6F",2022-09-02T07:53:08,0xa0131145471315e8300000,1,0,19.17,69.71,19.21,24.48,,,
"	1FEFF6F",2022-09-02T08:23:06,0xa0134444341347e84b0000,1,0,19.68,68.52,19.71,24.75,,,
"	1FEFF6F",2022-09-02T08:33:03,0xa0134544351335e84c0000,1,0,19.69,68.53,19.53,24.76,,,
"	1FEFF6F",2022-09-02T08:53:08,0xa01331444a1317e83c0000,1,0,19.49,68.74,19.23,24.6,,,
"	1FEFF6F",2022-09-02T09:13:02,0xa0132c4525131fe8440000,1,0,19.44,69.37,19.31,24.68,,,
"	1FEFF6F",2022-09-02T09:23:08,0xa0133244551327e83f0000,1,0,19.5,68.85,19.39,24.63,,,
"	1FEFF6F",2022-09-02T09:43:05,0xa0134e4426134be8520000,1,0,19.78,68.38,19.75,24.82,,,
"	1FEFF6F",2022-09-02T09:53:03,0xa0135a4340140fe84f0000,1,0,19.9,67.64,20.15,24.79,,,
"	1FEFF6F",2022-09-02T10:13:03,0xa014024417141de9030000,1,0,20.2,68.23,20.29,23.3,,,
"	1FEFF6F",2022-09-02T10:33:08,0xa0150241461527e9340000,1,0,21.2,65.7,21.39,23.52,,,
"	1FEFF6F",2022-09-02T10:38:02,0xc000000000000000000000,1,0,,,,,0,0,0
"	1FEFF6F",2022-09-02T10:43:06,0xa0152c41231541e9570000,1,0,21.44,65.35,21.65,23.87,,,
"	1FEFF6F",2022-09-02T11:03:02,0xa015114123150fe93c0000,1,0,21.17,65.35,21.15,23.6,,,
"	1FEFF6F",2022-09-02T11:43:08,0xa0143a44131511e93a0000,1,0,20.58,68.19,21.17,23.58,,,
"	1FEFF6F",2022-09-02T11:53:03,0xa01455431f152be9440000,1,0,20.85,67.31,21.43,23.68,,,
"	1FEFF6F",2022-09-02T12:03:05,0xa01529410f1561e9500000,1,0,21.41,65.15,21.97,23.8,,,
"	1FEFF6F",2022-09-02T12:13:08,0xa01601404a1651ea200000,1,0,22.1,64.74,22.81,22.32,,,
"	1FEFF6F",2022-09-02T12:33:05,0xa016363e51174bea2f0000,1,0,22.54,62.81,23.75,22.47,,,
"	1FEFF6F",2022-09-02T13:23:05,0xa0174f3c0f181deb120000,1,0,23.79,60.15,24.29,21.18,,,
"	1FEFF6F",2022-09-02T13:53:08,0xa017483b501913eb040000,1,0,23.72,59.8,25.19,21.4,,,
"	1FEFF6F",2022-09-02T14:13:08,0xa018393914193feb250000,1,0,24.57,57.2,25.63,21.37,,,
"	1FEFF6F",2022-09-02T14:23:02,0xa01843385a192deb290000,1,0,24.67,56.9,25.45,21.41,,,
"	1FEFF6F",2022-09-02T14:33:03,0xa0176238331901ea410000,1,0,23.98,56.51,25.1,22.65,,,
"	1FEFF6F",2022-09-02T15:03:03,0xa01921370e1a37eb480000,1,0,25.33,55.14,26.55,21.72,,,
"	1FEFF6F",2022-09-02T15:53:02,0xa01a0033441a2beb460000,1,0,26,51.68,26.43,21.7,,,
"	1FEFF6F",2022-09-02T16:03:03,0xa0194c37321a3fec160000,1,0,25.76,55.5,26.63,20.22,,,
"	1FEFF6F",2022-09-02T16:13:05,0xa0186039041929eb490000,1,0,24.96,57.4,25.41,21.73,,,
"	1FEFF6F",2022-09-02T16:23:07,0xa017553a321913ea5b0000,1,0,23.85,58.5,25.19,22.91,,,
"	1FEFF6F",2022-09-02T16:33:03,0xa0175a3a511905eb030000,1,0,23.9,58.81,25.5,21.3,,,
"	1FEFF6F",2022-09-02T16:53:02,0xa0165f3b58174dea1d0000,1,0,22.95,59.88,23.77,22.29,,,
"	1FEFF6F",2022-09-02T17:23:07,0xa016543e2f1743ea460000,1,0,22.84,62.47,23.67,22.7,,,
"	1FEFF6F",2022-09-02T17:33:03,0xa016493f1c1743ea4b0000,1,0,22.73,63.28,23.67,22.75,,,
"	1FEFF6F",2022-09-02T18:03:03,0xa0160c3f561633ea1a0000,1,0,22.12,63.86,22.51,22.26,,,
"	1FEFF6F",2022-09-02T18:23:02,0xa0152041371553e94f0000,1,0,21.32,65.55,21.83,23.79,,,
"	1FEFF6F",2022-09-02T18:33:03,0xa0145a41561533e92c0000,1,0,20.9,65.86,21.51,23.44,,,
"	1FEFF6F",2022-09-02T18:43:08,0xa0143e42311519e91c0000,1,0,20.62,66.49,21.25,23.28,,,
"	1FEFF6F",2022-09-02T19:13:03,0xa0134f4409144be84d0000,1,0,19.79,68.9,20.75,24.77,,,
"	1FEFF6F",2022-09-02T19:43:05,0xa013194525142de8310000,1,0,19.25,69.37,20.45,24.49,,,
"	1FEFF6F",2022-09-02T19:53:05,0xa01313461b1425e83d0000,1,0,19.19,70.27,20.37,24.61,,,
"	1FEFF6F",2022-09-02T20:03:08,0xa0130e4658142de8440000,1,0,19.14,70.88,20.45,24.68,,,
"	1FEFF6F",2022-09-02T20:13:05,0xa0125d46581419e82f0000,1,0,18.93,70.88,20.25,24.47,,,
"	1FEFF6F",2022-09-02T20:23:02,0xa0125647431417e8380000,1,0,18.86,71.67,20.23,24.56,,,
"	1FEFF6F",2022-09-02T20:33:05,0xa0124347551415e8280000,1,0,18.67,71.85,20.21,24.4,,,
"	1FEFF6F",2022-09-02T20:43:08,0xa012334816135be8200000,1,0,18.51,72.22,19.91,24.32,,,
"	1FEFF6F",2022-09-02T20:53:02,0xa0121f484e1343e8170000,1,0,18.31,72.78,19.67,24.23,,,
"	1FEFF6F",2022-09-02T21:03:05,0xa01202485e1331e7610000,1,0,18.2,72.94,19.49,25.97,,,
"	1FEFF6F",2022-09-02T21:13:07,0xa01149485c1321e7440000,1,0,17.73,72.92,19.33,25.68,,,
"	1FEFF6F",2022-09-02T21:33:03,0xa0111b49581305e7290000,1,0,17.27,73.88,19.5,25.41,,,
"	1FEFF6F",2022-09-02T21:53:03,0xa0104849621227e6580000,1,0,16.72,73.98,18.39,26.88,,,
"	1FEFF6F",2022-09-02T22:03:08,0xa010364a4b1249e6550000,1,0,16.54,74.75,18.73,26.85,,,
"	1FEFF6F",2022-09-02T22:13:02,0xa0102a4a4b121de6490000,1,0,16.42,74.75,18.29,26.73,,,
"	1FEFF6F",2022-09-02T22:23:05,0xa0101d4a261203e6350000,1,0,16.29,74.38,18.3,26.53,,,
"	1FEFF6F",2022-09-02T22:33:05,0xa010144a4b1163e6330000,1,0,16.2,74.75,17.99,26.51,,,
"	1FEFF6F",2022-09-02T22:53:03,0xa00f5e4a3b1163e6160000,1,0,15.94,74.59,17.99,26.22,,,
"	1FEFF6F",2022-09-02T23:13:05,0xa00f364a171121e54b0000,1,0,15.54,74.23,17.33,27.75,,,
"	1FEFF6F",2022-09-03T00:03:02,0xa00e5e4b301055e5280000,1,0,14.94,75.48,16.85,27.4,,,
"	1FEFF6F",2022-09-03T00:13:05,0xa00e594b40103de5260000,1,0,14.89,75.64,16.61,27.38,,,
"	1FEFF6F",2022-09-03T00:33:02,0xa00e4d4b41102de51a0000,1,0,14.77,75.65,16.45,27.26,,,
"	1FEFF6F",2022-09-03T01:03:05,0xa00e374b401011e5040000,1,0,14.55,75.64,16.17,27.4,,,
"	1FEFF6F",2022-09-03T01:13:02,0xa00e2c4b311007e45a0000,1,0,14.44,75.49,16.7,28.9,,,
"	1FEFF6F",2022-09-03T01:23:05,0xa00e264b531005e45b0000,1,0,14.38,75.83,16.5,28.91,,,
"	1FEFF6F",2022-09-03T01:33:08,0xa00e1f4b3c1005e44f0000,1,0,14.31,75.6,16.5,28.79,,,
"	1FEFF6F",2022-09-03T01:43:02,0xa00e0f4b5a0f3be4450000,1,0,14.15,75.9,15.59,28.69,,,
"	1FEFF6F",2022-09-03T02:03:02,0xa00d5a4b5e0f4be42d0000,1,0,13.9,75.94,15.75,28.45,,,
"	1FEFF6F",2022-09-03T02:13:06,0xa00d574b450f3be4250000,1,0,13.87,75.69,15.59,28.37,,,
"	1FEFF6F",2022-09-03T02:53:05,0xa00d5b4d010f23e4440000,1,0,13.91,77.1,15.35,28.68,,,
"	1FEFF6F",2022-09-03T03:03:02,0xa00e0e4d430f2fe5040000,1,0,14.14,77.67,15.47,27.4,,,
"	1FEFF6F",2022-09-03T03:13:03,0xa00e1d4d3a0f47e5110000,1,0,14.29,77.58,15.71,27.17,,,
"	1FEFF6F",2022-09-03T03:23:05,0xa00e224d010f3de50b0000,1,0,14.34,77.1,15.61,27.11,,,
"	1FEFF6F",2022-09-03T03:33:02,0xa00e254d010f2de50e0000,1,0,14.37,77.1,15.45,27.14,,,
"	1FEFF6F",2022-09-03T04:13:06,0xa00d4c4a600e57e40c0000,1,0,13.76,74.96,14.87,28.12,,,
"	1FEFF6F",2022-09-03T04:23:08,0xa00d3f4c1c0e41e4190000,1,0,13.63,76.28,14.65,28.25,,,
"	1FEFF6F",2022-09-03T04:33:05,0xa00d2d4c2d0e55e40a0000,1,0,13.45,76.45,14.85,28.1,,,
"	1FEFF6F",2022-09-03T04:43:03,0xa00d234c4a0e43e4060000,1,0,13.35,76.74,14.67,28.6,,,
"	1FEFF6F",2022-09-03T05:13:08,0xa00d1e4c480e3de4010000,1,0,13.3,76.72,14.61,28.1,,,
"	1FEFF6F",2022-09-03T05:23:05,0xa00d254d030e4be40e0000,1,0,13.37,77.3,14.75,28.14,,,
"	1FEFF6F",2022-09-03T05:33:05,0xa00d3d4d3c0e63e4310000,1,0,13.61,77.6,14.99,28.49,,,
"	1FEFF6F",2022-09-03T05:43:06,0xa00e034d550e5fe4600000,1,0,14.3,77.85,14.95,28.96,,,
"	1FEFF6F",2022-09-03T05:53:03,0xa00e094d0e0e5fe4580000,1,0,14.9,77.14,14.95,28.88,,,
"	1FEFF6F",2022-09-03T06:13:06,0xa00e564d180f41e5430000,1,0,14.86,77.24,15.65,27.67,,,
"	1FEFF6F",2022-09-03T06:23:08,0xa00f134d0e0f63e5620000,1,0,15.19,77.14,15.99,27.98,,,
"	1FEFF6F",2022-09-03T06:33:05,0xa00f404c60100be6280000,1,0,15.64,76.96,16.11,26.4,,,
"	1FEFF6F",2022-09-03T06:43:08,0xa010064d0b1035e6550000,1,0,16.6,77.11,16.53,26.85,,,
"	1FEFF6F",2022-09-03T06:53:03,0xa010394c2e110de7170000,1,0,16.57,76.46,17.13,25.23,,,
"	1FEFF6F",2022-09-03T07:03:05,0xa011184c03113be7510000,1,0,17.24,76.3,17.59,25.81,,,
"	1FEFF6F",2022-09-03T07:33:07,0xa0131049611315e9200000,1,0,19.16,73.97,19.21,23.32,,,
"	1FEFF6F",2022-09-03T07:43:05,0xa0141b4804140fea040000,1,0,20.27,72.4,20.15,22.4,,,
"	1FEFF6F",2022-09-03T07:53:02,0xa0145146511353ea220000,1,0,20.81,70.81,19.83,22.34,,,
"	1FEFF6F",2022-09-03T08:33:02,0xa0155e44511535eb070000,1,0,21.94,68.81,21.53,21.7,,,
"	1FEFF6F",2022-09-03T08:43:08,0xa0164c41321603eb160000,1,0,22.76,65.5,22.3,21.22,,,
"	1FEFF6F",2022-09-03T08:53:05,0xa0163d3e3a155bea310000,1,0,22.61,62.58,21.91,22.49,,,
"	1FEFF6F",2022-09-03T09:03:03,0xa016543f251563ea580000,1,0,22.84,63.37,21.99,22.88,,,
"	1FEFF6F",2022-09-03T09:13:05,0xa017113e551709eb0a0000,1,0,23.17,62.85,23.9,21.1,,,
"	1FEFF6F",2022-09-03T09:43:08,0xa0172c3f141729eb2c0000,1,0,23.44,63.2,23.41,21.44,,,
"	1FEFF6F",2022-09-03T10:13:08,0xa0182a3d37195dec090000,1,0,24.42,61.55,25.93,20.9,,,
"	1FEFF6F",2022-09-03T10:33:07,0xa0180f3d11183deb4b0000,1,0,24.15,61.17,24.61,21.75,,,
"	1FEFF6F",2022-09-03T10:43:08,0xa0183b3c49191bec0a0000,1,0,24.59,60.73,25.27,20.1,,,
"	1FEFF6F",2022-09-03T10:53:05,0xa019103c591937ec460000,1,0,25.16,60.89,25.55,20.7,,,
"	1FEFF6F",2022-09-03T11:03:07,0xa0191b3a5a1933ec290000,1,0,25.27,58.9,25.51,20.41,,,
"	1FEFF6F",2022-09-03T11:13:03,0xa0190f3b211943ec260000,1,0,25.15,59.33,25.67,20.38,,,
"	1FEFF6F",2022-09-03T11:23:05,0xa0185b3b251955ec0f0000,1,0,24.91,59.37,25.85,20.15,,,
"	1FEFF6F",2022-09-03T12:03:06,0xa01949385a1c47ec2f0000,1,0,25.73,56.9,28.71,20.47,,,
"	1FEFF6F",2022-09-03T12:23:02,0xa019313a481933ec3c0000,1,0,25.49,58.72,25.51,20.6,,,
"	1FEFF6F",2022-09-03T12:43:03,0xa0195c3a3a1a51ed000000,1,0,25.92,58.58,26.81,19,,,
"	1FEFF6F",2022-09-03T13:03:03,0xa0195d3a501b1ded050000,1,0,25.93,58.8,27.29,19.5,,,
"	1FEFF6F",2022-09-03T13:13:08,0xa019263b5c1b29ec490000,1,0,25.38,59.92,27.41,20.73,,,
"	1FEFF6F",2022-09-03T13:33:08,0xa0193c39051b0bec250000,1,0,25.6,57.5,27.11,20.37,,,
"	1FEFF6F",2022-09-03T13:53:02,0xa01863392e1a3beb550000,1,0,24.99,57.46,26.59,21.85,,,
"	1FEFF6F",2022-09-03T14:53:05,0xa018343b2a1a47eb4d0000,1,0,24.52,59.42,26.71,21.77,,,
"	1FEFF6F",2022-09-03T15:33:03,0xa017583a0e1925ea570000,1,0,23.88,58.14,25.37,22.87,,,
"	1FEFF6F",2022-09-03T16:13:08,0xa016173a301805e91d0000,1,0,22.23,58.48,24.5,23.29,,,
"	1FEFF6F",2022-09-03T16:23:02,0xa016023a481745e90d0000,1,0,22.2,58.72,23.69,23.13,,,
"	1FEFF6F",2022-09-03T16:43:02,0xa0153b3b12173be84f0000,1,0,21.59,59.18,23.59,24.79,,,
"	1FEFF6F",2022-09-03T17:43:07,0xa013613f5b1541e80c0000,1,0,19.97,63.91,21.65,24.12,,,
